419364	1120
305518	715
404854	647
347777	626
310666	496
630658	489
818818	469
305305	466
917500	464
305988	448
916225	446
347977	445
818913	435
347444	430
786399	427
347300	423
305244	419
347666	417
717821	415
305300	413
305316	413
347447	412
305497	407
305896	407
786357	400
347885	398
347500	397
818300	397
305833	397
305915	395
305333	393
305927	392
786720	392
305924	391
305905	390
786486	389
305399	388
215984	388
818800	387
310980	386
954394	386
916595	384
305733	384
786366	382
786616	382
347543	381
347400	381
786443	375
208444	375
305336	375
786395	373
818858	373
818747	372
786344	371
305934	370
305343	368
347634	367
786447	367
305713	366
786380	366
215935	365
310359	363
305778	363
786683	362
305450	362
954709	362
786370	361
240423	360
718300	360
305766	360
310866	360
786333	360
240481	358
305799	358
541417	358
240505	358
786355	357
786553	356
347755	355
786306	355
786663	355
305609	355
619764	354
305878	354
786444	354
818915	354
305632	353
786340	352
305922	352
305303	351
305798	351
305505	350
786554	350
571276	350
305608	350
305904	350
503380	350
786223	350
305801	348
305965	348
305310	347
718200	347
310430	344
786426	344
347873	343
786560	343
305775	343
213500	342
305409	342
305877	342
646474	342
347981	341
347681	341
818445	340
917400	340
347737	340
757792	339
347552	339
305542	339
347600	338
786277	338
561305	338
305206	338
305776	338
818919	338
347567	337
786343	337
786973	337
786286	337
305496	336
305763	336
786499	336
786281	336
786448	335
305803	335
503481	335
786317	334
347536	334
786873	334
305926	334
305773	333
818943	333
347283	333
305588	332
305903	332
786768	332
786547	332
786488	332
786564	332
786597	332
305339	331
786260	331
786556	331
954274	331
305318	331
562563	330
347279	330
786252	330
347278	330
718427	330
786678	329
305332	329
786970	329
407334	328
818987	328
305331	328
305781	328
313612	328
305527	327
347659	327
347791	327
347481	327
347210	326
718314	326
347653	326
954297	326
305972	326
760395	325
305790	325
786925	325
786325	325
407860	325
929327	324
310993	324
347553	324
305879	324
949394	323
305613	323
305345	323
503267	323
415694	323
786608	323
786587	323
347357	323
305335	323
310880	323
818966	322
407535	322
818331	321
305834	321
305989	321
212470	321
929899	321
305484	321
718844	321
786909	321
786521	320
786241	320
347988	320
305979	320
310498	320
305951	320
786603	319
786718	319
786451	319
310779	319
305898	319
786328	319
305302	319
347720	319
310869	319
786326	318
305725	318
305815	318
718288	318
786200	318
786626	318
310990	318
917971	317
305794	317
310770	317
786285	317
929245	316
646466	316
786942	316
786262	316
646377	316
346507	316
786290	316
786381	315
813942	315
347355	315
347608	315
305796	315
360804	315
347337	315
929422	314
929969	314
786826	314
714930	314
347605	313
929629	313
201873	313
347636	313
347909	312
747306	312
407485	312
786389	312
347925	312
310801	311
201993	311
407300	311
917600	311
347499	310
929909	310
305975	310
551358	310
786307	310
305321	310
929888	310
916743	310
786543	310
619277	309
786712	309
786760	309
786234	309
305890	309
786303	309
305793	309
917975	309
305338	309
305469	308
305562	308
786302	308
347884	308
347837	307
786253	307
718496	307
305986	307
718207	307
347898	307
310210	307
949295	307
201936	307
786247	306
718864	306
786797	306
718490	306
347691	306
310871	305
443592	305
347707	305
305842	305
305586	305
786222	305
929355	304
954638	304
347922	304
786609	304
786715	304
305606	303
347476	303
786546	303
954822	303
646244	303
786246	302
818744	302
786992	302
551556	302
305431	302
347615	302
786282	302
347972	302
818388	302
929217	302
954536	301
347781	301
786498	301
786201	301
954470	301
786203	301
754366	301
917588	301
954865	301
305746	300
424977	300
929363	300
240476	300
310593	300
503317	300
415999	300
347863	300
201737	300
305498	300
786660	300
305301	299
305812	299
954993	299
786771	299
305308	299
646541	299
949400	298
786346	298
646644	298
818434	298
305772	297
561929	297
786301	297
305720	297
347740	297
310926	297
786266	297
929471	297
305495	297
305494	297
347319	297
786620	296
917744	296
813770	296
908764	296
786630	296
818585	296
786803	296
786402	296
347888	296
310717	296
305299	296
407437	295
818397	295
347701	295
718415	295
321746	295
310890	295
646703	295
323304	295
949910	295
202460	295
347301	295
310600	295
347445	295
929393	295
786537	295
786312	295
954330	294
917755	294
734290	294
786356	294
857237	294
310849	294
954937	294
305970	294
786400	294
305216	294
786316	293
786449	293
215250	293
954997	293
818669	292
305804	292
347303	292
786859	292
786424	292
305510	292
305910	292
786740	291
206671	291
201724	291
201736	291
305747	291
754244	291
305342	291
347217	291
786352	291
818640	290
786354	290
786569	290
305491	290
818288	290
305992	290
347259	290
202413	290
786930	289
305748	289
347656	289
305219	289
347968	289
786710	289
786599	289
786817	289
786327	289
786403	289
347530	289
415737	289
310994	289
347459	288
347393	288
305354	288
305546	288
949310	288
718600	288
571275	288
917292	288
646363	288
818636	288
407486	288
786458	288
786308	288
818284	288
954600	288
305587	288
305984	287
310467	287
617230	287
305582	287
917340	287
347513	287
949690	287
305761	287
503358	286
206446	286
917774	286
347320	286
347575	286
407285	286
305457	286
818571	286
213300	286
347517	286
347593	286
646515	286
786238	286
347969	285
818720	285
786368	285
305334	285
818448	285
786256	285
786612	285
917615	285
786985	285
954479	285
347992	285
503422	284
347613	284
347612	284
407818	284
